년도	가수	제목	남녀	장르	최고순위	작사가	작곡가	소속사	가사
20160226	마마무 (Mamamoo)	넌 is 뭔들	female	댄스	8	솔라 (마마무)	이단옆차기	(주)RBW	Come on Hey Mommy Come on Hey Daddy 이리와서 얘들 좀 봐 Come on Hey Sister Come on Hey Brother 누가 얘들 좀 말려줘 귀여운 척 섹시한 척 이쁜 척 그런 거 안해도 날 알아보는 너 센스매너 말투표정 행동 하나까지 섬세한 널 알아보는 나 우리 둘 사이 딱 한 뼘 사이 매일 아침 난 너의 목소리로 눈을 뜨고 우리 둘 사이 딱 맞는 타입 Come on 거기 미스터 Come on 이리와 봐 천천히 아주 조금씩 Hey 거기 미소가 예쁜 남자 바로 너 너어어어 아아아아 날 미치게 하는 그런 남자 몸매도 얼굴도 시선강탈 Hey Mr. 생각이 멋진 남자 바로 너 너어어어 아아아아 나 지금 너 땜에 혼란스러 제발 누가 나 좀 말려줘 월화수목금토일 난 매일매일 너를 생각해 넌 나를 생각해 Word up Moon star A형 B형 AB O형 플러스 마이너스 상관없어 S극과 N극처럼 어떤 공식이든 끌려 단지 그냥 너라서 우리 둘 사이 딱 한 뼘 사이 매일 밤마다 너의 자장가로 잠이 들고 우리 둘 사이 딱 맞는 타입 Come on 거기 미스터 Come on 이리와 봐 조용히 속삭여줄래 Hey 거기 미소가 예쁜 남자 바로 너 너어어어 아아아아 날 미치게 하는 그런 남자 몸매도 얼굴도 시선강탈 Hey Mr. 생각이 멋진 남자 바로 너 너어어어 아아아아 나 지금 너 땜에 혼란스러 제발 누가 나 좀 말려줘 I like eye contact 입술을 꽉 깨물어 Your Lips 너의 두 눈이 스칠 때면 Two Eyes 숨막히는 이끌림이 날 어지럽게 해 나 너만의 영원한 소녀 팬 is 뭔들 모든 게 넌 is 뭔들 완벽해 That's right That's right 우리 사이 자꾸 떠오르네 문득 너라면 난 is 뭔들 24시간 1분 1초가 조마조마해 조금이라도 널 놓칠까 봐 24시간 지금 이순간 Come on 나를 봐봐 Come on 넌 is 뭔들 이젠 우릴 말리지마 Hey Hey Hey Yeah Hey 거기 미소가 예쁜 남자 바로 너 너어어어 아아아아 날 미치게 하는 그런 남자 몸매도 얼굴도 시선강탈 Hey Mr. 애매모호 피아노 맨 바로 너 너어어어 아아아아 나 지금 너 땜에 혼란스러 제발 누가 나 좀 말려줘 Come on 넌 is 뭔들
20160226	에디킴	팔당댐 (Feat. 빈지노)	male	댄스	19	빈지노 (Beenzino)	Postino	미스틱89	팔당댐 saturday night 쉴 틈 없는 핸드폰 ringing 답장은 no no 도도하게 물밀듯 밀려오는 girls like 팔당댐 I got the feel 느꼈어 내게 빠져버린 널 봐버렸어 솔직히 난 너무 평범해 it doesn't matter 내겐 죽이는 입담 period woah woah slow it down 끝이 나려면 아직인 토요일 밤이니까 너도 나에게 올인 말길 솔직히 말할게 오늘 너의 outfit은 woah woah 난 좀 별로 그 정도 몸매면은 더욱더 잘 보이게 입으면 좋을 텐데 너무 감춘 것 같아서 솔직히 좀 아쉬워 속물들이 왔다 갔다 DAM how you doin‘ baby 댐 밑 깊은 물속 그녈 찾기 바쁜 팔당댐 saturday night 쉴 틈 없는 핸드폰 ringing 답장은 no no 도도하게 물밀듯 밀려오는 girls like 팔당댐 I said slow it down girl 충분히 알겠어 너가 귀엽다는 건 그런데 오늘은 토요일 밤인 걸 난 솔직히 너가 평소와 다른 걸 보여주길 원해 착한 건 알겠는데 girl what else do you have 난 더 알고픈 게 확실히 있어 please be bad girl I've got the feel 느꼈어 얘 또 빠져버린 걸 알아채 버렸어 but I ain't got no feel about you no freakin’ special ‘bout you it doesn't matter 속물들이 왔다 갔다 DAM how you doin' baby 댐 밑 깊은 물속 그녈 찾기 바쁜 tonight in the dam in the dam saturday night 쉴 틈 없는 핸드폰 ringing 답장은 no no 도도하게 물밀듯 밀려오는 girl 오늘 밤 내가 댐 밑 관리부 오늘 밤 내가 댐 밑 관리부 오늘 밤 내가 댐 밑 관리부 오늘 밤 내가 댐 밑 관리부 팔당댐 saturday night 쉴 틈 없는 핸드폰 ringing 답장은 no no 도도하게 물밀듯 밀려오는 girls like 팔당댐 saturday night 쉴 틈 없는 핸드폰 ringing 답장은 no no 도도하게 물밀듯 밀려오는 girls like 팔당댐
20160229	백지영	사랑이 온다	female	댄스	16	박장근	Long Candy	트라이어스	난 널 처음 본 순간부터 알고 있었어 너도 알고 있었어 끌리는 건 어쩔 수 없더라고 흘깃 하고 날 보고 있었어 아니면 어쩔 수 없고 유리 같은 너 내 앞에선 강한 척 하지만 조심해야지 내가 작은 상처라도 주는 게 싫어 네 앞에서 조심하게 돼 자꾸만 커져가 기대가 무슨 아픔이 그리 많아 내가 다 들어 줄게 그러니 어서 나와 숨어있지마 있는 그대로의 너를 보여줘 난 그걸로 충분해 멈추지마 세상 사람 다 아는데 너만 모르는 것 같아 혼자서 그렇게 눈치가 없어 감추지마 지금 내 마음을 표현할 단어를 찾을 수 없어 있다면 돈을 줘서라도 사고 싶어 Can you feel me 떨리니 손 끝에 남겨진 네가 들리니 내 마음이 한 순간 내 안의 네가 내게로 온다 온다 온다 사랑이 온다 온다 온다 뛴다 뛴다 뛴다 가슴이 뛴다 뛴다 뛴다 요즘 내 마음과 핸드폰은 너 때문에 항상 열려있어 무슨 편의점도 아니고 대체 언제 올지 모르는 전화를 왜 기다리는 건지 몰라 이걸 누가 아냐고 모르겠어 그냥 당기고만 싶어 이걸 이렇게라도 난 남기고만 싶어 네가 보낸 두 글자 아님 세 글자 그게 뭐라고 이렇게 가슴이 뛰나 싶어 만약에 말이야 네가 내 맘 훔쳐간 범인이라면 인정해야지 난 스톡홀롬 신드롬 굳이 설명하자면 이젠 난 너 없인 힘들어 원래 이렇게 헤매는 스타일이 아니라고 난 진지하게 물어볼게 솔직히 대답해줘 진짜 너 왜 날 자꾸 흔들어 Can you feel me 떨리니 손 끝에 남겨진 네가 들리니 내 마음이 한 순간 내 안의 네가 내게로 온다 온다 온다 사랑이 온다 온다 온다 뛴다 뛴다 뛴다 가슴이 뛴다 뛴다 뛴다 죽을 만큼 널 사랑한다 사랑하고 사랑해 너 하날 본다 죽을 만큼 널 사랑한다 사랑하고 사랑해 너 하날 본다 온다 온다 온다 사랑이 온다 온다 온다 뛴다 뛴다 뛴다 가슴이 뛴다 뛴다 뛴다
20160303	지민 (AOA)	야 하고 싶어 (Feat. 시우민 of EXO)	female	댄스	6	브라더수	Jordan Fisher	FNC엔터테인먼트	Baby I'm pretty young and wild and so fine 그냥 야 하면 안될까 너와 나 같이 걷기가 어색한 이 거리가 점점 좁혀질 수 있을까 You are taller than I am 보기에는 내가 애 왜 왜 12시전에 집에 가라 해 엄마 아빠 여행 갔는데 지금 나 배고파 오빠 치킨 먹고 갈래 너는 오빠한테 자꾸 이럴 거야 예의 없어 보여도 난 니가 좋아 baby 앞으로는 오빠 말고 야 할 거야 아 몰라 야 하 고 싶 어 너 오늘 왜 이래 왜 이래 설레이게 평소랑 다른 것 같은데 오늘따라 더 예뻐 보이네 너 진짜 왜 이래 왜 이래 my baby 심장이 막 터질 것만 같은데 그렇게 웃기까지 하면 어떡해 가까이 앉아봐 뭐 어때 괜찮아 숨길 수 없잖아 나 니가 더 알고 싶어 지금인 것 같아 분위기 괜찮아 둘밖에 없잖아 네게 입 맞추고 싶어 비상사태 삐뽀삐뽀 오빠 왔다 띵동 두근두근거리니까 심호흡 꾸민 듯 안 꾸민 너의 모습 난 그게 너무 좋아 터져버린 웃음 삐까뻔쩍 광나 가까이 밀착 비누향기가 코끝이 뭉실뭉실 구름 위를 걷는듯한 기분 비상사태 삐뽀 에라 모르겠다 뽀뽀 너는 오빠한테 자꾸 이럴 거야 조금 서툴러 보여도 니가 좋아 baby 앞으로는 오빠 말고 야 할거야 아 몰라 야 하 고 싶 어 너 오늘 왜 이래 왜 이래 설레이게 평소랑 다른 것 같은데 오늘따라 더 예뻐 보이네 너 진짜 왜 이래 왜 이래 my baby 심장이 막 터질 것만 같은데 그렇게 웃기까지 하면 어떡해 가까이 앉아봐 뭐 어때 괜찮아 숨길 수 없잖아 나 니가 더 알고 싶어 지금인 것 같아 분위기 괜찮아 둘밖에 없잖아 네게 입 맞추고 싶어 이제 눈뜨자마자 너 생각 나는 잠들기 전 까지 오빠 생각 이제 배고플 때마다 너 생각 우리 오빠 노래 Q 너 오늘 왜 이래 왜 이래 설레이게 평소랑 다른 것 같은데 오늘따라 더 예뻐 보이네 너 진짜 왜 이래 왜 이래 my baby 심장이 막 터질 것만 같은데 그렇게 웃기까지 하면 어떡해 가까이 앉아봐 뭐 어때 괜찮아 숨길 수 없잖아 나 니가 더 알고 싶어 지금인 것 같아 분위기 괜찮아 둘밖에 없잖아 네게 입 맞추고 싶어
20160309	이하이	한숨	female	R&B/Soul	2	종현 (JONGHYUN)	위프리키	에이오엠지	숨을 크게 쉬어봐요 당신의 가슴 양쪽이 저리게 조금은 아파올 때까지 숨을 더 뱉어봐요 당신의 안에 남은 게 없다고 느껴질 때까지 숨이 벅차올라도 괜찮아요 아무도 그댈 탓하진 않아 가끔은 실수해도 돼 누구든 그랬으니까 괜찮다는 말 말뿐인 위로지만 누군가의 한숨 그 무거운 숨을 내가 어떻게 헤아릴 수가 있을까요 당신의 한숨 그 깊일 이해할 순 없겠지만 괜찮아요 내가 안아줄게요 숨이 벅차올라도 괜찮아요 아무도 그댈 탓하진 않아 가끔은 실수해도 돼 누구든 그랬으니까 괜찮다는 말 말뿐인 위로지만 누군가의 한숨 그 무거운 숨을 내가 어떻게 헤아릴 수가 있을까요 당신의 한숨 그 깊일 이해할 순 없겠지만 괜찮아요 내가 안아줄게요 남들 눈엔 힘 빠지는 한숨으로 보일진 몰라도 나는 알고 있죠 작은 한숨 내뱉기도 어려운 하루를 보냈단 걸 이제 다른 생각은 마요 깊이 숨을 쉬어봐요 그대로 내뱉어요 누군가의 한숨 그 무거운 숨을 내가 어떻게 헤아릴 수가 있을까요 당신의 한숨 그 깊일 이해할 순 없겠지만 괜찮아요 내가 안아줄게요 정말 수고했어요
20160309	이하이	손잡아 줘요	female	R&B/Soul	12	Tablo	B.A.Wheeler	에이오엠지	Let me hold your hand again and again and again I want you to come back I want you to love me again 나의 손을 잡던 그대의 손길이 얼마나 따뜻했는지 다시 알 수 있게 한 번만 더 손잡아 줘요 온기를 느끼게 해 줘요 바람이 불어서 차갑단 말이에요 Let me hold your hand again and again and again I want you to come back I want you to love me again 나를 안아주던 그대의 품속이 얼마나 따뜻했는지 다시 알고 싶죠 마지막 그날 밤 작별 인사하고 돌아서서 서 있는데 차가운 눈물만 한 번만 더 날 안아줘요 사랑을 느끼게 해 줘요 마음이 비어서 차갑단 말이에요 Let me hold your hand again and again and again I want you to come back I want you to love me again again I said 1 2 3 you 오늘도 한 발자국 돌아와 달라고 1 2 3 you 오늘도 한 발자국 4 5 6 Let me hold your hand again and again and again I want you to come back I want you to love me again again 그대 없인 너무 춥단 말이에요 그댄 참 따뜻했었단 말이에요 이대로 끝나면 난 안된단 말이에요 Let me hold your hand again and again and again I want you to come back I want you to love me again again again
20160309	이하이	WORLD TOUR (비행) (Feat. MINO of WINNER)	female	R&B/Soul	28	MINO (송민호)	RE:ONE	에이오엠지	당분간만 음소거를 누르고 파 이렇다저렇다 뭐 어쩌라는 건데 더는 묻지 마 nope 이미 폰은 뒤집어놨어 아쉽지만 모두 다음에 봐 밤이 낮이 될 때까지 리듬 속에 내 몸을 숨기고 New York Paris 지구 몇 바퀴를 돌고서 새로운 사랑에 빠질지도 oh 긴가민가 고민하지 마 긴 자로 잰다고 답이 나오나 한밤의 꿈처럼 깨버린대도 Goodnight Goodnight I'm havin' a good time right I'm gone gone I'm gone gone 눈에 익은 사람들과 환경 다시 마주치기 싫은 악연 지겨워질 때쯤 비행기를 타고 이 땅과 제일 먼 곳으로 I'll go 나를 찾지 마 핸드폰은 안 터지니까 누구보다 높이 오르고 싶다 라는 말이 이건 아니었지만 I'm gone 매뉴얼이 있다면 지금보단 괜찮을까 그깟 사랑도 사람도 답은 아닌 것 같은데 그간 번 돈 몽땅 쓰고 다시 일의 노예가 될지도 모르지만 그냥 내버려 둬 밤이 낮이 될 때까지 뭐가 그리 크게 변한다고 하나같이 팔짱 단단히 낀 채로 심각하게 굳어있는지 oh 하늘로 올라가니 빨간 십자가들마저 경쟁하는 듯해 모순된 믿음의 향연 물론 나의 믿음은 거짓이 아닌데 익숙함이 무서워 떠나고 싶네 어렸을 때 슈퍼맨처럼 난 망토를 매고 2층에서 뛰었네 동심이 죽기 전에 그때의 나를 찾으러 여권을 들이미네 나잇값을 계산하긴 아직 잔돈이기에 긴가민가 고민하지 마 긴 자로 잰다고 답이 나오나 한밤의 꿈처럼 깨버린대도 Goodnight Goodnight I'm havin' a good time right l'm gone gone I'm gone gone 언제까질진 몰라도 불시착일지 몰라도 이 비행을 멈출 순 없어 긴가민가 고민하지 마 긴 자로 잰다고 답이 나오나 한밤의 꿈처럼 깨버린대도 Goodnight Goodnight I'm havin' a good time right Don't think about it Don't think about it Don't think about it Don't think about it Don't think about it Don't think about it Don't think about it Don't think about it too much Don't think about it too much Don't think about it too much Don't think about it too much Don't think about it too much Don't think about it too much Don't think about it too much
20160313	하현우 (국카스텐)	Don`t Cry (우리 동네 음악대장)	male	록/메탈	27	캡틴시하	캡틴시하	(주)인터파크	그대의 눈물이 마를 때까지 우리의 사랑을 볼 수 없을 테니 울지 말아요 이제야 나는 알겠으니 음 날 사랑하던 그대는 이미 없다는 걸 So you don't cry for me 세월 지나도 난 변하지 않아 And then I cry for you 이 밤 지나면 이젠 안녕 영원히 그대의 아픔도 눈물도 슬픈 상처도 내가 갖겠다던 약속들 잊지 않았기에 울지 말아요 이토록 사랑하기에 이젠 안녕 천천히 그리고 영원히 So you don't cry for me 세월 지나도 난 변하지 않아 And then I cry for you 이 밤 지나면 이젠 안녕 영원히 So you don't cry for me So you don't So you don't So you never break my heart 이 밤 지나면 이젠 안녕 영원히 널 사랑해 널 사랑해 영원히 널 사랑해 널 사랑해 널 사랑해 언제나 영원히 널 사랑해 널 사랑해 널 사랑해 널 사랑해 널 사랑해 널 사랑해 언제나 영원히 널 사랑해 널 사랑해 널 사랑해 널 사랑해 널 사랑해 언제나 영원히 널 사랑해 널 사랑해 널 사랑해 So you don't cry for me
20160319	소녀온탑	같은 곳에서	female	댄스	9	진영	진영	Stone Music Entertainment	거릴 걷다 한번 씩 그 노래 들리면 가끔 니가 생각나 Say hello to you 함께 가던 그 카페 지나갈 때면 가끔 니가 생각나 Say hello to you 우린 서로 모르는 척 다른 곳을 보고 있죠 알수 없는 이 공간 속에 우린 다른 길을 걷죠 같은 하늘 같은 시간 같은 곳에서 이젠 다른 사랑 다른 사람 만나고 있겠죠 우린 너무 어렸죠 사랑을 몰랐었죠 행복을 빌게요 이젠 안녕 안녕 너와 자주 먹던 솜사탕 혼자 먹을 때면 가끔 니가 생각나 Say hello to you 니가 바래다주던 길을 혼자 걸을때면 가끔 니가 생각나 Say hello to you 우린 서로 모르는 척 다른 곳을 보고 있죠 알 수 없는 이 공간속에 우린 다른 길을 걷죠 같은 하늘 같은 시간 같은 곳에서 이젠 다른 사랑 다른 사람 만나고 있겠죠 우린 너무 어렸죠 사랑을 몰랐었죠 행복을 빌게요 이젠 안녕 안녕 돌이킬 수 없는 길을 걷는 우리는 다신 볼 수 없겠죠 이젠 남이 되겠죠 사랑과 이별이 공존하는 현실 속에서 너를 만났기에 따라야 겠죠 그래야겠죠 우린 너무 어렸죠 사랑을 몰랐었죠 행복을 빌게요 이젠 안녕 안녕 같은 하늘 같은 시간 같은 곳에서 이젠 다른 사랑 다른 사람 만나고 있겠죠 우린 너무 어렸죠 사랑을 몰랐었죠 행복을 빌게요 이젠 안녕 안녕 행복을 빌게요 이젠 안녕 안녕
20160319	7 go up	Yum-Yum (얌얌)	female	댄스	15	서지음	Ryan S. Jhun	Stone Music Entertainment	yum yum yum yum yum 묘하게 중독되는 맛일 걸 yum yum yum yum yum 1 2 3 자꾸 끌리겠지 첨엔 나 맘에 없었죠 눈에 반짝 띄지도 않았고 난 신경 안 써요 너 결국엔 날 찾을 걸 지금 너를 봐 모르는 척 하지만 나만 보면 입 꼬리가 씰룩 올라가 네 눈빛이 자꾸만 꼬리치며 따라와 아니라며 내가 있는 상잘 다시 열어봐 한 입 다시 한 입 ah give me that 얌얌 give me give me give me that come on give me give me give me that 모른 척 얌얌 give me that 얌얌 give me give me give me that come on give me give me give me that 그댄 참 얌얌 give me that 1 2 3 자꾸 끌리겠지 이해해 다들 그래요 난 시간이 더 지날수록 당기죠 또 생각날 걸요 때와 장소를 가리지도 않구요 난 단지 한순간 달콤함이 아니야 나는 너의 무의식을 파고드는 그런 맛 그게 너는 얼마나 무서운지 잘 몰라 아니라며 너는 내게 다시 손을 뻗어와 한 입 다시 한 입 아이스크림 ah give me that 얌얌 give me give me give me that come on give me give me give me that 모른 척 얌얌 give me give me that 얌얌 give me give me give me that come on give me give me give me that 그댄 참 얌얌 give me give me that lalalalalalala 그렇게 빠져요 다들 위험해 보여요 요즘 lalalalalalala 심각해질 걸요 차츰 나 없인 안 돼요 더는 1 2 3 자꾸 끌리겠지 yum yum yum yum yum 묘하게 중독되는 맛일 걸 yum yum yum yum yum 묘하게 중독되는 맛일 걸 얌얌 give me give me give me that come on give me give me give me that 모른 척 얌얌 Ahha give me give me that 얌얌 give me give me give me that come on give me give me give me that 그댄 참 얌얌 1 2 3 자꾸 끌리겠지
20160319	Pinkrush	Fingertips	female	댄스	23	서지음	Ryan S. Jhun	Stone Music Entertainment	Can you feel me I got you Got you on my my fingertips Got you on my my fingertips Got you on my hips got you on my lips Got you on my on my on my fingertips Oh oh oh oh Na na na na hey Oh oh oh oh Na na na na yeah 내 울타리 속으로 제 발로 들어와 온종일 내 주윌 맴도는 너 조금 더 내게 다가와 사랑에 빠져 있잖아 본능을 대체 어떻게 숨기니 순진한 마음이 보기완 다르지 나에게 너를 맡겨봐 괜찮아 괜찮을 거야 You want my love 이제 그만 솔직해져봐 You want my love 너는 분명 날 원하고 있어 Got you on my hips got you on my lips Got you on my on my on my fingertip Oh oh oh oh Na na na na hey Oh oh oh oh Na na na na yeah 조련할래 널 옳지 착하지 Got you on my on my on my fingertips Oh oh oh oh Na na na na hey Oh oh oh oh Na na na na yeah 내 손길이 닿으면 얌전한 모습이 beep beep bbbbbeap 너답진 않지 시간이 가면 언젠가 익숙해지게 될 거야 You want my love 나는 너만 예뻐할 거야 You want my love 나를 향해서 손을 내민 너 고갤 내민 너 그래 바로 너 그래 바로 너 사랑스러워 Got you on my hips got you on my lips Got you on my on my on my fingertips Oh oh oh oh Na na na na hey Oh oh oh oh Na na na na yeah 조련 할래 널 옳지 착하지 Got you on my on my on my fingertips Oh oh oh oh Na na na na hey Oh oh oh oh Na na na na yeah 거칠고 차가운 거 그건 처음부터 아냐 내 타입 부드러운 촉감 그런 게 날 더 끌어당겨 너 같이 You feel me 손끝으로 쓰담쓰담 하고 싶어 너를요 나는요 처음 본 그 순간부터 네가 좋았어 Na na na na na na na Na na na na na na na 맘속까지 전해져 네 따스한 온기 Na na na na na na na Na na na na na na na 벗어나기 힘들 걸 내 다정한 손길 Got you on my hips got you on my lips Got you on my on my on my fingertips Oh oh oh oh Na na na na hey Oh oh oh oh Na na na na yeah 조련할래 널 옳지 착하지 Got you on my on my on my fingertips Oh oh oh oh Na na na na hey Oh oh oh oh Na na na na yeah
20160322	박재범	사실은 (The Truth Is)	male	R&B/Soul	27	박재범	그루비룸 (GroovyRoom)	에이오엠지	우리 헤어지고 잠들기 전에 니가 그리워서 눈물 흘린 적은 없어 나 요즘 잘 나가 쉴 새 없이 여자한테 연락 와서 니 생각은 나지도 않아 내 옆에 있는 빈자리 원래 니가 주인이지 그 자릴 여러 명으로 채워 넣어버렸지 나 괜찮아 괜찮아 요즘 이뻐졌더라 하나도 배 안 아파 근데 girl 솔직히 말하자면 내가 고백할게 있어 진심이 정확히 어떤 건지 지금 말해줄게 사실은 girl 난 아직까지 몇 시간씩이나 몰래 니 인스타를 훔쳐봐 사실은 girl 난 자주 그래 아직까지 친구 통해 니 소식을 물어봐 Baby 좀 초라하지만 내가 그러는 이유는 사실은 girl 난 아직도 널 사랑해 다른 남자랑 데이트하고 있을 때 장염에 걸리길 바래 니가 볼 일을 다 봤을 때 화장실에 화장지가 없길 바래 충전기를 잃어버린 상태에서 배터리 없길 바래 핸드폰 떨어트려서 액정 깨지길 바래 마법에 걸린 그런 날에 고통이 더욱더 심하길 바래 근데 girl 솔직히 말하자면 난 너 원망하지 않아 너를 놓친 내가 한심해서 내 자신을 더 원망해 Oh girl 나 아직까지 땅을 치며 매일매일 널 놓친 걸 후회해 사실은 girl 나는 바보처럼 니가 돌아오는 날만 기다리게 돼 Baby 좀 초라하지만 내가 그러는 이유는 사실은 girl 난 아직도 널 사랑해 사랑해 사랑해 사랑해 사랑해 사랑해 사랑해 1 2 3 4 girl 솔직히 말하자면 니가 떠난 그날부터 나 홀로 어쩔 줄 몰라서 정신을 못 차리겠어 Oh girl 니가 없는 삶을 살아가는 건 의미 없다고 생각해 사실은 girl 난 자신 없어 니가 아니라면 나는 다시는 사랑 못해 너 없인 난 초라해 Oh girl 그 이유는 니가 날 날 완성시켜줬어 제발 돌아와 줘 사실은 내가 괜히 찔려서 너를 의심하고 더 못해줬어 Im so sorry so sorry so sorry
20160324	DEAN	D (half moon) (Feat. 개코)	male	R&B/Soul	25	개코	2XXX!	"Joombas Co Ltd, 유니버설뮤직(가요)"	Love love the stars Love love the moon 별 다를 것 없이 똑같은 공기 똑같은 침대에서 보이는 천장까지 왜 별 이유 없이 공허한 건지 그저 몇 시간 째 멍만 때리는 게 처음에는 배가 고픈가 했었는데 No way no way no way 요새는 칸예 새 앨범을 들어도 뻔해 뻔해 뻔해 TV를 틀어 놓은 채 채널만 돌려 보네 But bae 별 의미 없네 다 너의 반 반 반의 반의 반도 채워주질 못 하네 채워지지가 않네 Yeah 딱 너의 반 반 반의 반이라도 내게 남았더라면 이렇게 붕 떠있지는 않을 텐데 너 없는 밤도 달은 떴다는데 보이지 않아 네 생각에 가려진 채 Yeah 마음이 기운 채로 판단이 설 리가 너 하나 없다고 내가 이럴 리가 없는데 자꾸 그 때로 또 되감기 돼 네가 있던 자리 그 자리 위 밤하늘까지 보여 저 반 쪽 짜리 달이 딱 지금 나의 모습 같지 다 너의 반 반 반의 반의 반도 채워주질 못 하네 채워지지가 않네 Yeah 딱 너의 반 반 반의 반이라도 내게 남았더라면 이렇게 붕 떠있진 않을 텐데 내일의 어둠이 저 달을 한 입 삼키면 둘이 만들었던 세계도 더 작아질 텐데 그리움만 꽉 차겠지 지루한 하루들을 보낸 후 보름달 하늘에 뜰 때쯤에는 우린 하나라고 떠들고 다닐 때만 해도 너는 너고 나는 나라는 게 이렇게도 명확해질지 몰랐어 서로 생각할 시간 시간 초과된 기분 더 지나면 서로 돌아오라고도 못 해 난 지금 돈키호테처럼 정처 없이 네 사랑을 꿈꾸네 난 네 눈만 봐도 텅 빈 이 맘을 다 채울 텐데 다 너의 반 반 반의 반의 반도 채워주질 못 하네 채워지지가 않네 Yeah 딱 너의 반 반 반의 반이라도 내게 남았더라면 이렇게 붕 떠있진 않을 텐데 Love love the stars Love love the moon 딱 너의 반 반 반의 반이라도 내게 남았더라면 그랬더라면
20160325	장범준	그녀가 곁에 없다면 (결혼 행진곡을 활용한 신곡)	male	록/메탈	24	장범준	장범준	(주)버스커버스커	사랑이란 게 원래 시간이 지날수록 설레임보다는 편안함이 자릴 잡나요 설레임이 없는 사랑 편안함만 남은 사랑 도대체 뭐냐고 물어보면 그대여 오늘 내가 말해줄게 그댈 향한 나의 사랑은 말로 표현할 수 없는 사랑 허나 말해줘야 한다면 들어봐요 허어 그녀가 곁에 없다면 그대가 곁에 없다면 코끝이 시려지는 게 그대는 영원한 사람 떨어져 있어도 난 너를 이해하고 믿어주며 영원히 널 닮아가며 너만을 사랑해야지 그댈 향한 나의 사랑은 말로 표현할 수 없는 사랑 허나 말해줘야 한다면 들어봐요 하아 그대가 곁에 없다면 그녀가 곁에 없다면 코끝이 시려지는 게 그대는 영원한 사람 떨어져 있어도 난 너를 이해하고 믿어주며 영원히 널 닮아가며 너만을 사랑해야지 설레임이 없는 사랑 편안함만 남은 사랑 도대체 뭐냐고 물어보면 그대여 오늘 내가 말해줄게 한번밖에 없는 사랑 영원함만 남은 사랑 그대가 뭐냐고 물어보면 그때는 오늘 내가 말해줄게
20160325	장범준	사랑에 빠졌죠 (당신만이)	male	록/메탈	2	장범준	장범준	(주)버스커버스커	사랑에 빠졌죠 사랑에 빠져 버렸죠 당신만이 나를 빠져들게 만들죠 당신만이 나를 복잡하게 하네요 당신만이 나를 복잡하게 만들어 당신만이 날 이 노랠 만들어 이 노랠 멈출 수가 없네요 이 마음이 점점 빠져들고 있어요 당신만이 나를 헷갈리게 하네요 당신만이 나를 복잡하게 만들어 우 우우우우 당신 처음 봤던 그때부터 날 사랑에 빠지게 만들었어 우우 우리 함께 하기 약속한 밤 나하아 사랑에 빠지게 만들었어 당신만이 나를 당신만이 나를 당신만을 내가 사랑하고 있어요 하아아 사랑하고 있어요 하아아 사랑하게 만들어 우우아 사랑하고 있어요 당신만이 날
